0,1
ECFP2,0.002155180591710673
ECFP7,0.001524044936929917
ECFP34,0.0021352311404274527
ECFP43,0.0019813198776658164
ECFP44,0.0026544285763065298
ECFP46,0.002828764802112752
ECFP47,0.0026906562702595904
ECFP49,0.0032562828837511782
ECFP50,0.0014098614421630736
ECFP60,0.001094989945752989
ECFP62,0.0018696704590433076
ECFP66,0.001715203074067996
ECFP67,0.004678520224434233
ECFP69,0.002027588617022694
ECFP74,0.0030090252261206324
ECFP84,0.0022345494429388637
ECFP85,0.0019834584442522804
ECFP98,0.011056286579087122
ECFP100,0.0066945883666336276
ECFP108,0.0037868422877777104
ECFP113,0.001005176965528234
ECFP121,0.001360440474512551
ECFP122,0.0010077231637214473
ECFP123,0.0019117961000142886
ECFP125,0.0019257363414368538
ECFP127,0.0010831560492756602
ECFP129,0.001377448610414214
ECFP132,0.0017507392843055395
ECFP137,0.002641255459350988
ECFP140,0.0019574800003421904
ECFP148,0.0018800179425008503
ECFP152,0.0017492286622330245
ECFP157,0.004236838176909609
ECFP164,0.0017791356329762988
ECFP166,0.0020027042147848905
ECFP173,0.0010673967901042073
ECFP184,0.007904055554812339
ECFP185,0.002313585026256395
ECFP186,0.06037369012328977
ECFP189,0.0011072717750190402
ECFP191,0.0013828654558466918
ECFP193,0.002176070436189507
ECFP199,0.0025755811636639808
ECFP200,0.0019798916388133205
ECFP203,0.0017285642040457574
ECFP205,0.0018660088281144867
ECFP207,0.0019083454566184745
ECFP213,0.003535498845941108
ECFP218,0.0022126353695072127
ECFP223,0.0010309054075223114
ECFP233,0.0039518775443790725
ECFP244,0.0016527821619800754
ECFP252,0.002588615046134209
ECFP257,0.0013057621874694961
ECFP258,0.011561515541460255
ECFP270,0.0012517766664832532
ECFP273,0.0025349719422806424
ECFP277,0.008526239940860037
ECFP284,0.0020842212200036024
ECFP286,0.0010439651016936433
ECFP298,0.0015539014309028337
ECFP300,0.001978273376296675
ECFP303,0.002406337463723549
ECFP305,0.002052030589875202
