,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,Chi0,Chi0n,Chi1,PEOE_VSA1,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA8
SMR_VSA1,0.3276761738399601,-0.7091401540617361,0.7180395590277967,0.3328055412130524,0.46708976759068105,0.021295573514806623,0.0859978333737049,0.012392047775228369,-0.6071683607155317,0.01749038853358663,-0.669597034861488,0.06847341123071671,-0.41649471907525354,0.281418782505142,0.24078882809041324,0.21585040674201328,0.7414043650879728,-0.10595969896005511,-0.002279099844402731,0.3404063508349447,1.0,-0.07918412110689226,0.03470704906826945,0.05983976945985516,0.07020244632448973,0.1974073140846191,0.028882787635819574,0.08931847988558037,0.2914470234927821,0.5635056333554316,0.26455307145053825,-0.08355527523838506,-0.13766455177209835,-0.10937837237687237
SMR_VSA10,0.003160602908946549,0.10945351608565275,-0.11119668132943085,0.005229700882952252,0.22960554715376733,-0.04506004674053044,0.03747208776856935,0.11677466025379331,0.10042675131062755,0.43091860021961653,0.04777064649583142,0.32475151642078914,-0.2519435105379085,0.3959201423613671,0.3526250557913679,0.4197447853073721,0.032204010629129545,0.3006539091947401,0.46072172248385324,0.11326951905551794,-0.07918412110689226,1.0,0.08304251301505727,0.08528519228171193,0.3056049252905095,0.060205966109723695,0.14968561815005085,0.24374456704953748,0.3016372550197197,0.19833022815543505,0.17670614910917376,0.23692366562930697,0.2297373917346744,0.011510788273962553
SMR_VSA5,-0.09689494605371989,0.09705068898228965,-0.10541422019704083,-0.08764049415706787,-0.13721524780472094,-0.5219938255660994,-0.41818600620114416,0.3719551027535524,-0.035241492437983316,-0.11778391756550735,-0.02842277643789137,0.354022704877398,-0.1325009109988332,0.5890821247520707,0.6742777685463792,0.5660825913624039,0.13492577654541332,0.6696732577782967,0.29333641985385667,0.05608057155250102,0.03470704906826945,0.08304251301505727,1.0,0.11851929695957018,-0.03420696628326542,0.25855850285814397,0.9411942681675002,-0.11335560611897212,0.1869377195984889,0.23151309572288914,0.15269805316471946,0.5119632591428399,0.5029234174065782,0.2765753987996547
SMR_VSA6,0.010026718360230386,0.04660950434938093,-0.05755883812341227,0.03024848806442182,-0.08752812854160795,0.05506221072901285,-0.2579159762874298,-0.012471652892599648,-0.040578876122432724,0.015231662045760364,-0.046615037247323285,0.3021953781335666,-0.10664359128932117,0.4587110889117791,0.4895331276906561,0.45983998192721814,0.3097046500714463,0.31700104118982336,0.40179770830794564,0.36452226119007475,0.05983976945985516,0.08528519228171193,0.11851929695957018,1.0,0.05236476422796464,0.827510139470377,0.1632646120243649,0.03931582954600725,0.17522253464957077,-0.020752980492310783,0.2650253055807025,0.44874113911921776,0.16382624372226798,0.18123082371389432
SMR_VSA7,-0.04842839765854674,-0.02112953139932569,0.013694115221624253,-0.0375035984494737,0.051702379331387355,-0.08299397951918608,0.008315961859317858,0.027871718774565603,-0.014050512736757734,0.007666436083404683,-0.04255091801999117,0.4299780277866757,-0.23782092413482045,0.57846020402479,0.5262041081195714,0.6286546846243731,0.07997694764434167,0.2976607031474478,0.38351317090196513,0.09409951608244446,0.07020244632448973,0.3056049252905095,-0.03420696628326542,0.05236476422796464,1.0,0.0021986741784847273,0.08409874848422887,0.9442137700948289,0.17264783878382128,0.13708273849620167,0.2204524484633531,0.26285083307465684,0.06896500182300704,0.2967520858773557
SlogP_VSA2,0.11336026706326476,0.10297305968244666,-0.11199901857503339,0.13533880764774642,-0.1424996248635135,-0.10694852475769692,-0.4045188733696499,0.10595264972725688,-0.11651764057435314,0.052734990164730114,-0.1385847104438033,0.43018848915789987,-0.07927811033334382,0.5626398249560416,0.566810790551097,0.5315819538868901,0.28110129611940426,0.3202781192721388,0.39707756321258114,0.3565510298336532,0.1974073140846191,0.060205966109723695,0.25855850285814397,0.827510139470377,0.0021986741784847273,1.0,0.27108145081216095,-0.005524765809071242,0.4080351183830193,0.1894106093704184,0.3749726994575831,0.39684858001907214,0.04538627841690928,0.08327003740068684
SlogP_VSA5,-0.12845899550956227,0.11120271948113772,-0.1225331093358473,-0.1155833137130736,-0.12730063845075915,-0.5315460976721003,-0.4004105245931201,0.37108887843502036,0.009107098718280903,-0.10223355892627167,-0.011481394165077728,0.3912521612132537,-0.14341138182351074,0.6432150149342332,0.7178413911133147,0.6277381812964064,0.10901006106838976,0.7096012853016735,0.3272876896744512,0.08083825130764709,0.028882787635819574,0.14968561815005085,0.9411942681675002,0.1632646120243649,0.08409874848422887,0.27108145081216095,1.0,-0.038372173070792805,0.2157844835666579,0.25075792938991676,0.2202789671196168,0.5453716118133075,0.5097228535300353,0.23358701273943666
SlogP_VSA6,-0.02507483192870977,-0.06001862382032939,0.05592667945244055,-0.01896760079193346,0.06442198627581765,0.02420638550883269,0.06786515494224171,-0.0678412755735424,-0.0452959440326977,0.01952267705552939,-0.03537208754228582,0.37386862510388513,-0.2399539810778161,0.4951149699113915,0.4486325469055777,0.5456937289096526,0.09334084536079561,0.19764729754417973,0.2976810815136795,0.05294664179892098,0.08931847988558037,0.24374456704953748,-0.11335560611897212,0.03931582954600725,0.9442137700948289,-0.005524765809071242,-0.038372173070792805,1.0,0.09281974066896069,0.09498368682762452,0.1498684480588719,0.1732737012569286,0.02685804838013697,0.3493920294495574
TPSA,0.2780376695852345,0.09018241861455155,-0.10141674529016888,0.3137225153335385,-0.1646394740063579,-0.184462443075206,-0.13214598830225655,0.22292832989223305,0.08947538434084254,0.07810985596953342,-0.11746658793209742,0.3831935595644189,0.013393770532328332,0.5548200499324597,0.46165520762813056,0.5180014665355208,0.3417979584445009,0.18885725497633932,0.2635170544768365,0.34514458919239127,0.2914470234927821,0.3016372550197197,0.1869377195984889,0.17522253464957077,0.17264783878382128,0.4080351183830193,0.2157844835666579,0.09281974066896069,1.0,0.3419429450802983,0.48532667187613154,0.1833838433542613,-0.05252057293001088,-0.26922483826244065
EState_VSA2,0.10778397183809954,-0.36625995227441077,0.3606066002689525,0.12613951783307367,0.3543022032222119,-0.29742273787816387,-0.20295429737981086,0.25944707642275705,-0.4808689907980219,0.005053931681678826,-0.4283769212417131,0.20146323262284355,-0.3745802464161873,0.35508003164943347,0.34421746578955625,0.3112687864800657,0.43605689787389057,0.08442501436954003,0.1934737272128051,0.16810392642571573,0.5635056333554316,0.19833022815543505,0.23151309572288914,-0.020752980492310783,0.13708273849620167,0.1894106093704184,0.25075792938991676,0.09498368682762452,0.3419429450802983,1.0,0.2588066238876751,-0.04452363737203541,-0.06455873021553425,-0.06609300161442554
EState_VSA3,0.2575026171658192,0.03050322394244136,-0.039049703572023066,0.2876459685436038,-0.07238539503929385,-0.21340618590045166,-0.22431691328340883,0.27203880512327616,-0.035588395161930866,0.030404782833808076,-0.14630629688341149,0.36275345501392225,-0.002298369813385947,0.49741783745804785,0.44648111040845223,0.465630964090667,0.2267848125835418,0.2601224588277291,0.20791788340446757,0.3561485316544838,0.26455307145053825,0.17670614910917376,0.15269805316471946,0.2650253055807025,0.2204524484633531,0.3749726994575831,0.2202789671196168,0.1498684480588719,0.48532667187613154,0.2588066238876751,1.0,0.02790576982952399,-0.19124035002887468,-0.2520181695644596
EState_VSA4,-0.15390856324065633,0.09121251273869056,-0.10322489186543957,-0.14139023716869947,-0.08446222910769394,-0.15312261799720958,-0.19850599842139846,0.07187482072838933,0.09468479362315356,-0.011771726295362996,0.04161522821047934,0.43746825362032205,-0.20351481420988543,0.5898368145490722,0.6347207506131056,0.6274537704694882,0.1487908549168385,0.6040996268352458,0.4757914599946917,0.18402857348821164,-0.08355527523838506,0.23692366562930697,0.5119632591428399,0.44874113911921776,0.26285083307465684,0.39684858001907214,0.5453716118133075,0.1732737012569286,0.1833838433542613,-0.04452363737203541,0.02790576982952399,1.0,0.1876817398697953,0.2963464599610891
EState_VSA5,-0.2697755740574558,0.06414156789630875,-0.06623842977459342,-0.28196198204145356,-0.034062174379573644,-0.13885341818446156,-0.0629680664239648,0.038709241728008506,0.08515612424951924,-0.04791671277843955,0.1254646334666347,0.19865484916043855,-0.23515015085673677,0.30954674719570874,0.3750651263451052,0.3491024766661013,0.04830997835381355,0.4621805081336814,0.2620851150944037,-0.05246418005639396,-0.13766455177209835,0.2297373917346744,0.5029234174065782,0.16382624372226798,0.06896500182300704,0.04538627841690928,0.5097228535300353,0.02685804838013697,-0.05252057293001088,-0.06455873021553425,-0.19124035002887468,0.1876817398697953,1.0,0.3476188928992888
EState_VSA8,-0.252877102127056,-0.07209632900561647,0.07103757999796322,-0.2649222069684314,0.134388354158933,-0.09197286000910877,-0.12806591376776338,-0.0346590429937655,-0.16083473998123327,-0.007722724527373186,-0.007744851426563246,0.2209598625766013,-0.2765186288357156,0.257329811476189,0.33818803358641536,0.2940517252528322,0.07865121496873123,0.27582537105283256,0.25904679984905277,-0.1047029855578717,-0.10937837237687237,0.011510788273962553,0.2765753987996547,0.18123082371389432,0.2967520858773557,0.08327003740068684,0.23358701273943666,0.3493920294495574,-0.26922483826244065,-0.06609300161442554,-0.2520181695644596,0.2963464599610891,0.3476188928992888,1.0
