0,1
10.0,0.27244300625321594
11.0,0.2395485136742883
12.0,0.2379917324420071
13.0,0.27091477073094694
17.0,0.20021898140859307
18.0,0.20259175974682964
20.0,0.15094942805646494
21.0,0.11393722943758333
22.0,0.1704902236944763
23.0,0.22011715646345897
24.0,0.2568874899779907
25.0,0.11498614107772931
26.0,0.10858446340846939
28.0,0.10571681801390387
29.0,0.11517632908799968
31.0,0.10958647461533233
46.0,0.12462255624163343
57.0,0.1421944344897048
58.0,0.1592420063902069
59.0,0.11828383052810576
60.0,0.10381995407192135
61.0,0.1714045622322753
65.0,0.12529253288815378
66.0,0.12000349620774609
67.0,0.16881666485532398
74.0,0.20171643125777217
77.0,0.14845862228351536
78.0,0.1365039088175226
82.0,0.18148940988753504
86.0,0.10050151374046101
87.0,0.13085023118908845
88.0,0.13193393724626867
89.0,0.11322552562060584
92.0,0.15027625991509286
