# Tuning hyper-parameters for precision

Best parameters set found on development set:
{'criterion': 'gini', 'max_depth': 21, 'n_estimators': 50}
----------
Grid scores on development set:
0.830 (+/-0.034) for {'criterion': 'gini', 'max_depth': 6, 'n_estimators': 150}
0.832 (+/-0.034) for {'criterion': 'gini', 'max_depth': 6, 'n_estimators': 200}
0.834 (+/-0.033) for {'criterion': 'gini', 'max_depth': 6, 'n_estimators': 250}
0.834 (+/-0.033) for {'criterion': 'gini', 'max_depth': 6, 'n_estimators': 300}
0.833 (+/-0.030) for {'criterion': 'gini', 'max_depth': 6, 'n_estimators': 400}
0.834 (+/-0.029) for {'criterion': 'gini', 'max_depth': 6, 'n_estimators': 500}
0.862 (+/-0.028) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 50}
0.867 (+/-0.023) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 100}
0.867 (+/-0.022) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 150}
0.868 (+/-0.021) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 200}
0.869 (+/-0.023) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 250}
0.870 (+/-0.023) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 300}
0.870 (+/-0.024) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 400}
0.871 (+/-0.023) for {'criterion': 'gini', 'max_depth': 9, 'n_estimators': 500}
0.878 (+/-0.030) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 50}
0.881 (+/-0.022) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 100}
0.880 (+/-0.021) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 150}
0.882 (+/-0.026) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 200}
0.884 (+/-0.025) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 250}
0.884 (+/-0.029) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 300}
0.884 (+/-0.030) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 400}
0.884 (+/-0.030) for {'criterion': 'gini', 'max_depth': 12, 'n_estimators': 500}
0.881 (+/-0.025) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}
0.882 (+/-0.024) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}
0.884 (+/-0.024) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 150}
0.884 (+/-0.026) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 200}
0.884 (+/-0.026) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 250}
0.885 (+/-0.025) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 300}
0.886 (+/-0.028) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 400}
0.886 (+/-0.029) for {'criterion': 'gini', 'max_depth': 15, 'n_estimators': 500}
0.887 (+/-0.022) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 50}
0.885 (+/-0.018) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 100}
0.886 (+/-0.023) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 150}
0.888 (+/-0.023) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 200}
0.887 (+/-0.027) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 250}
0.889 (+/-0.024) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 300}
0.888 (+/-0.024) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 400}
0.890 (+/-0.026) for {'criterion': 'gini', 'max_depth': 18, 'n_estimators': 500}
0.883 (+/-0.025) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 50}
0.883 (+/-0.020) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 100}
0.885 (+/-0.022) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 150}
0.887 (+/-0.024) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 200}
0.887 (+/-0.027) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 250}
0.887 (+/-0.028) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 300}
0.888 (+/-0.023) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 400}
0.889 (+/-0.030) for {'criterion': 'gini', 'max_depth': 21, 'n_estimators': 500}
